Identifier	Experimental mass	Name	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	kegg_compound	kegg_uri	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	cas	_TPIDX
7356	885.54802	PI(20:4(5Z,8Z,11Z,14Z)/18:0)	C47H83O13P	M-H	886.557129254	2	-2	-2	N/A	N/A	HMDB0009894	http://www.hmdb.ca/metabolites/HMDB0009894	LMGP06010598	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010598	61279.0	https://metlin.scripps.edu/metabo_info.php?molid=61279	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CBYJKEBKBMWPMN-ITNYWZHKSA-N	[]	N/A	13
82893	885.54802	PI(20:3(5Z,8Z,11Z)/18:1(11Z))	C47H83O13P	M-H	886.557129254	2	-2	-2	N/A	N/A	HMDB0009881	http://www.hmdb.ca/metabolites/HMDB0009881	N/A	N/A	61266.0	https://metlin.scripps.edu/metabo_info.php?molid=61266	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SZENBGMCILNJHW-VLFWAYHFSA-N	[]	N/A	14
86245	885.54802	PI(18:1(11Z)/20:3(5Z,8Z,11Z))	C47H83O13P	M-H	886.557129254	2	-2	-2	N/A	N/A	HMDB0009830	http://www.hmdb.ca/metabolites/HMDB0009830	N/A	N/A	61215.0	https://metlin.scripps.edu/metabo_info.php?molid=61215	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	LQOUCIOTQDTGNO-FBILJRGDSA-N	[]	N/A	15
105191	885.54802	PI(18:1(11Z)/20:3(8Z,11Z,14Z))	C47H83O13P	M-H	886.557129254	2	-2	-2	N/A	N/A	HMDB0009831	http://www.hmdb.ca/metabolites/HMDB0009831	N/A	N/A	61216.0	https://metlin.scripps.edu/metabo_info.php?molid=61216	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	HRIGUEOTNBMWNX-FEWKZSOUSA-N	[]	N/A	16
69370	885.54802	PI(18:1(9Z)/20:3(5Z,8Z,11Z))	C47H83O13P	M-H	886.557129254	2	-2	-2	N/A	N/A	HMDB0009842	http://www.hmdb.ca/metabolites/HMDB0009842	N/A	N/A	61227.0	https://metlin.scripps.edu/metabo_info.php?molid=61227	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UAMKTZVXBAQZPT-UUMWKJOESA-N	[]	N/A	17
7170	885.54802	PI(18:4(6Z,9Z,12Z,15Z)/20:0)	C47H83O13P	M-H	886.557134	2	-2	-2	N/A	N/A	N/A	N/A	LMGP06010412	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010412	80434.0	https://metlin.scripps.edu/metabo_info.php?molid=80434	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	BWWMGGIYOREONW-MCRLUDIRSA-N	[]	N/A	18
10507	885.54802	Glc-GP(18:0/20:4(5Z,8Z,11Z,14Z))	C47H83O13P	M-H	886.557134	2	-2	-2	N/A	N/A	N/A	N/A	LMGP14010001	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP14010001	40961.0	https://metlin.scripps.edu/metabo_info.php?molid=40961	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	HWGNYTBXBPFQLI-ATBDVFNVSA-N	[]	N/A	19
7268	885.54802	PI(20:1(11Z)/18:3(6Z,9Z,12Z))	C47H83O13P	M-H	886.557134	2	-2	-2	N/A	N/A	N/A	N/A	LMGP06010510	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010510	80532.0	https://metlin.scripps.edu/metabo_info.php?molid=80532	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	RLYNCNKRFISBJR-SFUNQXKYSA-N	[]	N/A	20
7269	885.54802	PI(20:1(11Z)/18:3(9Z,12Z,15Z))	C47H83O13P	M-H	886.557134	2	-2	-2	N/A	N/A	N/A	N/A	LMGP06010511	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010511	80533.0	https://metlin.scripps.edu/metabo_info.php?molid=80533	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YUFADFRSKQJXCY-SBDZIAIGSA-N	[]	N/A	21
7112	885.54802	PI(18:3(6Z,9Z,12Z)/20:1(11Z))	C47H83O13P	M-H	886.557134	2	-2	-2	N/A	N/A	N/A	N/A	LMGP06010354	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010354	80376.0	https://metlin.scripps.edu/metabo_info.php?molid=80376	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AWHHSRDYAALUAR-GXVRFCBESA-N	[]	N/A	22
7140	885.54802	PI(18:3(9Z,12Z,15Z)/20:1(11Z))	C47H83O13P	M-H	886.557134	2	-2	-2	N/A	N/A	N/A	N/A	LMGP06010382	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010382	80404.0	https://metlin.scripps.edu/metabo_info.php?molid=80404	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	JINJXVNECLOWQV-SBDZIAIGSA-N	[]	N/A	23
7679	885.54802	PI(20:0/18:4(6Z,9Z,12Z,15Z))	C47H83O13P	M-H	886.557134	2	-2	-2	N/A	N/A	N/A	N/A	LMGP06010921	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010921	80943.0	https://metlin.scripps.edu/metabo_info.php?molid=80943	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QJQVYYOQWSJYQP-BSQCNLPLSA-N	[]	N/A	24
155235	885.54802	Staphyloxanthin	C51H78O8	M-H+HCOONa	818.56967	2	-2	-2	C16148	http://www.genome.jp/dbget-bin/www_bget?cpd:C16148	N/A	N/A	N/A	N/A	64108.0	https://metlin.scripps.edu/metabo_info.php?molid=64108	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	PDOUICUKTQRPHO-MENSNCDRSA-N	[]	71869-01-7	25
6912	885.54802	PI(15:1(9Z)/21:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010154	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010154	80176.0	https://metlin.scripps.edu/metabo_info.php?molid=80176	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	HWEJQNGCHORUEU-KHICFBAOSA-N	[]	N/A	26
7429	885.54802	PI(22:0/14:1(9Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010671	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010671	80693.0	https://metlin.scripps.edu/metabo_info.php?molid=80693	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	BWIMYULWFZSYNY-IXYWEBKVSA-N	[]	N/A	27
7690	885.54802	PI(18:1(9Z)/18:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010932	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010932	80954.0	https://metlin.scripps.edu/metabo_info.php?molid=80954	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ITZOBBGQBIUNGA-BJEVQEHLSA-N	[]	N/A	28
7186	885.54802	PI(19:0/17:1(9Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010428	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010428	80450.0	https://metlin.scripps.edu/metabo_info.php?molid=80450	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QIWNBBCJGSZKEU-DETGOBFUSA-N	[]	N/A	29
7699	885.54802	PI(16:0/20:1(11Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010941	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010941	80963.0	https://metlin.scripps.edu/metabo_info.php?molid=80963	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SNFDHIHVIUMZSD-UFLVBXOASA-N	[]	N/A	30
6942	885.54802	PI(16:1(9Z)/20:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010184	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010184	80206.0	https://metlin.scripps.edu/metabo_info.php?molid=80206	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	OGENMODCEDFVRG-SKAPEJODSA-N	[]	N/A	31
7454	885.54802	PI(22:1(11Z)/14:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010696	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010696	80718.0	https://metlin.scripps.edu/metabo_info.php?molid=80718	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	JIKRYCWSERNTLQ-HLQOLDBXSA-N	[]	N/A	32
7715	885.54802	PI(18:0/18:1(9Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010957	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010957	80979.0	https://metlin.scripps.edu/metabo_info.php?molid=80979	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YOBFISPJJWPPTK-JUCSSFOXSA-N	[]	N/A	33
7214	885.54802	PI(19:1(9Z)/17:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010456	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010456	80478.0	https://metlin.scripps.edu/metabo_info.php?molid=80478	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	BNEZIZGWUXKYBJ-INLPTSQGSA-N	[]	N/A	34
6964	885.54802	PI(17:0/19:1(9Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010206	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010206	80228.0	https://metlin.scripps.edu/metabo_info.php?molid=80228	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	APRWNKCXRRIFMT-INLPTSQGSA-N	[]	N/A	35
7240	885.54802	PI(20:0/16:1(9Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010482	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010482	80504.0	https://metlin.scripps.edu/metabo_info.php?molid=80504	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ZBKNOKVOQRLHDN-SKAPEJODSA-N	[]	N/A	36
6990	885.54802	PI(17:1(9Z)/19:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010232	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010232	80254.0	https://metlin.scripps.edu/metabo_info.php?molid=80254	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	GOVDPARJWNDETL-DETGOBFUSA-N	[]	N/A	37
7260	885.54802	PI(20:1(11Z)/16:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010502	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010502	80524.0	https://metlin.scripps.edu/metabo_info.php?molid=80524	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FDILWKJFDMEVNH-UFLVBXOASA-N	[]	N/A	38
6832	885.54802	PI(14:0/22:1(11Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010074	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010074	80096.0	https://metlin.scripps.edu/metabo_info.php?molid=80096	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	PONHAMBNZIFEKT-HLQOLDBXSA-N	[]	N/A	39
6860	885.54802	PI(14:1(9Z)/22:0)	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010102	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010102	80124.0	https://metlin.scripps.edu/metabo_info.php?molid=80124	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DLXFIYOHMOCXBX-IXYWEBKVSA-N	[]	N/A	40
7406	885.54802	PI(21:0/15:1(9Z))	C45H85O13P	M+Na-2H	864.572784	1	-2	-2	N/A	N/A	N/A	N/A	LMGP06010648	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP06010648	80670.0	https://metlin.scripps.edu/metabo_info.php?molid=80670	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XNTHEDIUZGXXST-KHICFBAOSA-N	[]	N/A	41
164850	804.5751	PS(18:0/19:0)[U]	C43H84NO10P	M-H	805.58328	1	-2	-2	N/A	N/A	N/A	N/A	N/A	N/A	40822.0	https://metlin.scripps.edu/metabo_info.php?molid=40822	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	N/A	[]	N/A	42
4492	804.5751	PS(15:0/22:0)	C43H84NO10P	M-H	805.583284907	1	-2	-2	N/A	N/A	HMDB0112334	http://www.hmdb.ca/metabolites/HMDB0112334	LMGP03010156	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010156	77820.0	https://metlin.scripps.edu/metabo_info.php?molid=77820	52925266	https://pubchem.ncbi.nlm.nih.gov/compound/52925266	HCJXCECWFHKWJZ-PVXQIPPMSA-N	[]	N/A	43
5039	804.5751	PS(22:0/15:0)	C43H84NO10P	M-H	805.583284907	1	-2	-2	N/A	N/A	HMDB0112709	http://www.hmdb.ca/metabolites/HMDB0112709	LMGP03010703	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010703	78367.0	https://metlin.scripps.edu/metabo_info.php?molid=78367	52925813	https://pubchem.ncbi.nlm.nih.gov/compound/52925813	YKSMEOYTADDTIC-PVXQIPPMSA-N	[]	N/A	44
4653	804.5751	PS(18:0/19:0)	C43H84NO10P	M-H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010317	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010317	77981.0	https://metlin.scripps.edu/metabo_info.php?molid=77981	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XHYASAVUGBEIOU-PVXQIPPMSA-N	[]	N/A	45
5205	804.5751	PS(19:0/18:0)	C43H84NO10P	M-H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010869	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010869	78533.0	https://metlin.scripps.edu/metabo_info.php?molid=78533	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XNKJFCWEEYOWHE-PVXQIPPMSA-N	[]	N/A	46
5016	804.5751	PS(21:0/16:0)	C43H84NO10P	M-H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010680	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010680	78344.0	https://metlin.scripps.edu/metabo_info.php?molid=78344	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DJJXMDILHODZLW-PVXQIPPMSA-N	[]	N/A	47
5299	804.5751	PS(17:0/20:0)	C43H84NO10P	M-H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010963	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010963	78627.0	https://metlin.scripps.edu/metabo_info.php?molid=78627	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IWWIBOZEVMXFFD-PVXQIPPMSA-N	[]	N/A	48
4534	804.5751	PS(16:0/21:0)	C43H84NO10P	M-H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010198	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010198	77862.0	https://metlin.scripps.edu/metabo_info.php?molid=77862	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FWFWCGXSQDWFGR-PVXQIPPMSA-N	[]	N/A	49
4851	804.5751	PS(20:0/17:0)	C43H84NO10P	M-H	805.583288	1	-2	-2	N/A	N/A	N/A	N/A	LMGP03010515	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP03010515	78179.0	https://metlin.scripps.edu/metabo_info.php?molid=78179	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KAQULNTYJOFZRU-PVXQIPPMSA-N	[]	N/A	50
182317	804.5751	GlcCer(d18:2(4E,8Z)/20:0(2OH[R]))	C44H83NO9	M+Cl	769.606784	1	-2	-2	N/A	N/A	N/A	N/A	LMSP05010052	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMSP05010052	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DCBUKXJYPRDHOR-XFWCTONDSA-N	[]	N/A	51
182329	804.5751	GlcCer(d18:2(4E,8E)/20:0(2OH[R]))	C44H83NO9	M+Cl	769.606784	1	-2	-2	N/A	N/A	N/A	N/A	LMSP05010065	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMSP05010065	N/A	N/A	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DCBUKXJYPRDHOR-SAKCDCJCSA-N	[]	N/A	52
34745	804.5751	GlcCer(d14:1(4E)/24:1(15Z)(2OH))	C44H83NO9	M+Cl	769.606785	1	-2	-2	N/A	N/A	N/A	N/A	LMSP0501AA69	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMSP0501AA69	103309.0	https://metlin.scripps.edu/metabo_info.php?molid=103309	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UEHANDKMBLJPCF-FWUIGPBZSA-N	[]	N/A	53
34749	804.5751	GlcCer(d14:2(4E,6E)/24:0(2OH))	C44H83NO9	M+Cl	769.606785	1	-2	-2	N/A	N/A	N/A	N/A	LMSP0501AA73	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMSP0501AA73	103313.0	https://metlin.scripps.edu/metabo_info.php?molid=103313	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UFIHAKKLPQIOBJ-YHGWXCCRSA-N	[]	N/A	54
34756	804.5751	GlcCer(d16:2(4E,6E)/22:0(2OH))	C44H83NO9	M+Cl	769.606785	1	-2	-2	N/A	N/A	N/A	N/A	LMSP0501AA80	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMSP0501AA80	103320.0	https://metlin.scripps.edu/metabo_info.php?molid=103320	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	STIFGZZLSCRRTP-YHGWXCCRSA-N	[]	N/A	55
125710	883.531819999999	PI(22:3(10Z,13Z,16Z)/16:2(9Z,12Z))	C47H81O13P	M-H	884.54147919	3	-2	-2	N/A	N/A	HMDB0009908	http://www.hmdb.ca/metabolites/HMDB0009908	N/A	N/A	61293.0	https://metlin.scripps.edu/metabo_info.php?molid=61293	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	QRJDLXBDGZQKAL-LVRSVQNSSA-N	[]	N/A	56
54031	883.531819999999	PI(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))	C47H81O13P	M-H	884.54147919	3	-2	-2	N/A	N/A	HMDB0009832	http://www.hmdb.ca/metabolites/HMDB0009832	N/A	N/A	61217.0	https://metlin.scripps.edu/metabo_info.php?molid=61217	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SSZPKZKUQCKMKS-YDHZRSOTSA-N	[]	N/A	57
62751	883.531819999999	PI(16:0/22:5(7Z,10Z,13Z,16Z,19Z))	C47H81O13P	M-H	884.54147919	3	-2	-2	N/A	N/A	HMDB0009796	http://www.hmdb.ca/metabolites/HMDB0009796	N/A	N/A	61181.0	https://metlin.scripps.edu/metabo_info.php?molid=61181	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	COCGWLCGPZONJF-DDAFQYKVSA-N	[]	N/A	58
146222	883.531819999999	PI(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))	C47H81O13P	M-H	884.54147919	3	-2	-2	N/A	N/A	HMDB0009902	http://www.hmdb.ca/metabolites/HMDB0009902	N/A	N/A	61287.0	https://metlin.scripps.edu/metabo_info.php?molid=61287	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AQKOQLPXFXZLKF-WNCVJLDNSA-N	[]	N/A	59
127025	883.531819999999	PI(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))	C47H81O13P	M-H	884.54147919	3	-2	-2	N/A	N/A	HMDB0009833	http://www.hmdb.ca/metabolites/HMDB0009833	N/A	N/A	61218.0	https://metlin.scripps.edu/metabo_info.php?molid=61218	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	HKZUQGZNSPCSAQ-JRRRANSLSA-N	[]	N/A	60
111154	883.531819999999	PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z))	C47H81O13P	M-H	884.54147919	3	-2	-2	N/A	N/A	HMDB0009795	http://www.hmdb.ca/metabolites/HMDB0009795	N/A	N/A	61180.0	https://metlin.scripps.edu/metabo_info.php?molid=61180	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	HNDKJAKTGIPBNM-YTQFFZBCSA-N	[]	N/A	61
69940	883.531819999999	PI(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))	C47H81O13P	M-H	884.54147919	3	-2	-2	N/A	N/A	HMDB0009854	http://www.hmdb.ca/metabolites/HMDB0009854	N/A	N/A	61239.0	https://metlin.scripps.edu/metabo_info.php?molid=61239	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CQDXWSUINUWFQX-XESSABTASA-N	[]	N/A	62
